arxiv_id,title,abstract,classified_type,MARIA_ANNOTATION,YANAI_ANNOTATION,YANAI_COMMENT,MARIA_COMMENT
2407.17503,"Challenges and Considerations in Annotating Legal Data: A Comprehensive
  Overview","  The process of annotating data within the legal sector is filled with
distinct challenges that differ from other fields, primarily due to the
inherent complexities of legal language and documentation. The initial task
usually involves selecting an appropriate raw dataset that captures the
intricate aspects of legal texts. Following this, extracting text becomes a
complicated task, as legal documents often have complex structures, footnotes,
references, and unique terminology. The importance of data cleaning is
magnified in this context, ensuring that redundant information is eliminated
while maintaining crucial legal details and context. Creating comprehensive yet
straightforward annotation guidelines is imperative, as these guidelines serve
as the road map for maintaining uniformity and addressing the subtle nuances of
legal terminology. Another critical aspect is the involvement of legal
professionals in the annotation process. Their expertise is valuable in
ensuring that the data not only remains contextually accurate but also adheres
to prevailing legal standards and interpretations. This paper provides an
expanded view of these challenges and aims to offer a foundational
understanding and guidance for researchers and professionals engaged in legal
data annotation projects. In addition, we provide links to our created and
fine-tuned datasets and language models. These resources are outcomes of our
discussed projects and solutions to challenges faced while working on them.
",review,1,,,
2107.00906,"Using Machine Learning to Generate Test Oracles: A Systematic Literature
  Review","  Machine learning may enable the automated generation of test oracles. We have
characterized emerging research in this area through a systematic literature
review examining oracle types, researcher goals, the ML techniques applied, how
the generation process was assessed, and the open research challenges in this
emerging field.
  Based on a sample of 22 relevant studies, we observed that ML algorithms
generated test verdict, metamorphic relation, and - most commonly - expected
output oracles. Almost all studies employ a supervised or semi-supervised
approach, trained on labeled system executions or code metadata - including
neural networks, support vector machines, adaptive boosting, and decision
trees. Oracles are evaluated using the mutation score, correct classifications,
accuracy, and ROC. Work-to-date show great promise, but there are significant
open challenges regarding the requirements imposed on training data, the
complexity of modeled functions, the ML algorithms employed - and how they are
applied - the benchmarks used by researchers, and replicability of the studies.
We hope that our findings will serve as a roadmap and inspiration for
researchers in this field.
",review,1,,,
2305.14525,"The State of the Art in Creating Visualization Corpora for Automated
  Chart Analysis","  We present a state-of-the-art report on visualization corpora in automated
chart analysis research. We survey 56 papers that created or used a
visualization corpus as the input of their research techniques or systems.
Based on a multi-level task taxonomy that identifies the goal, method, and
outputs of automated chart analysis, we examine the property space of existing
chart corpora along five dimensions: format, scope, collection method,
annotations, and diversity. Through the survey, we summarize common patterns
and practices of creating chart corpora, identify research gaps and
opportunities, and discuss the desired properties of future benchmark corpora
and the required tools to create them.
",review,1,,,
2303.05205,"Real-time scheduling of renewable power systems through planning-based
  reinforcement learning","  The growing renewable energy sources have posed significant challenges to
traditional power scheduling. It is difficult for operators to obtain accurate
day-ahead forecasts of renewable generation, thereby requiring the future
scheduling system to make real-time scheduling decisions aligning with
ultra-short-term forecasts. Restricted by the computation speed, traditional
optimization-based methods can not solve this problem. Recent developments in
reinforcement learning (RL) have demonstrated the potential to solve this
challenge. However, the existing RL methods are inadequate in terms of
constraint complexity, algorithm performance, and environment fidelity. We are
the first to propose a systematic solution based on the state-of-the-art
reinforcement learning algorithm and the real power grid environment. The
proposed approach enables planning and finer time resolution adjustments of
power generators, including unit commitment and economic dispatch, thus
increasing the grid's ability to admit more renewable energy. The well-trained
scheduling agent significantly reduces renewable curtailment and load shedding,
which are issues arising from traditional scheduling's reliance on inaccurate
day-ahead forecasts. High-frequency control decisions exploit the existing
units' flexibility, reducing the power grid's dependence on hardware
transformations and saving investment and operating costs, as demonstrated in
experimental results. This research exhibits the potential of reinforcement
learning in promoting low-carbon and intelligent power systems and represents a
solid step toward sustainable electricity generation.
",regular,0,,,
2305.04154,Score: A Rule Engine for the Scone Knowledge Base System,"  We present Score, a rule engine designed and implemented for the Scone
knowledge base system. Scone is a knowledge base system designed for storing
and manipulating rich representations of general knowledge in symbolic form. It
represents knowledge in the form of nodes and links in a network structure, and
it can perform basic inference about the relationships between different
elements efficiently. On its own, Scone acts as a sort of ""smart memory"" that
can interface with other software systems. One area of improvement for Scone is
how useful it can be in supplying knowledge to an intelligent agent that can
use the knowledge to perform actions and update the knowledge base with its
observations.
  We augment the Scone system with a production rule engine that automatically
performs simple inference based on existing and newly-added structures in
Scone's knowledge base, potentially improving the capabilities of any planning
systems built on top of Scone. Production rule systems consist of ""if-then""
production rules that try to match their predicates to existing knowledge and
fire their actions when their predicates are satisfied. We propose two kinds of
production rules, if-added and if-needed rules, that differ in how they are
checked and fired to cover multiple use cases. We then implement methods to
efficiently check and fire these rules in a large knowledge base. The new rule
engine is not meant to be a complex stand-alone planner, so we discuss how it
fits into the context of Scone and future work on planning systems.
",regular,0,,,
2307.03059,"Explorations in Subexponential non-associative non-commutative Linear
  Logic (extended version)","  In a previous work we introduced a non-associative non-commutative logic
extended by multimodalities, called subexponentials, licensing local
application of structural rules. Here, we further explore this system,
considering a classical one-sided multi-succedent classical version of the
system, following the exponential-free calculi of Buszkowski's and de Groote
and Lamarche's works, where the intuitionistic calculus is shown to embed
faithfully into the classical fragment.
",regular,0,,,
2409.02383,"Reinforcement Learning for Wheeled Mobility on Vertically Challenging
  Terrain","  Off-road navigation on vertically challenging terrain, involving steep slopes
and rugged boulders, presents significant challenges for wheeled robots both at
the planning level to achieve smooth collision-free trajectories and at the
control level to avoid rolling over or getting stuck. Considering the complex
model of wheel-terrain interactions, we develop an end-to-end Reinforcement
Learning (RL) system for an autonomous vehicle to learn wheeled mobility
through simulated trial-and-error experiences. Using a custom-designed
simulator built on the Chrono multi-physics engine, our approach leverages
Proximal Policy Optimization (PPO) and a terrain difficulty curriculum to
refine a policy based on a reward function to encourage progress towards the
goal and penalize excessive roll and pitch angles, which circumvents the need
of complex and expensive kinodynamic modeling, planning, and control.
Additionally, we present experimental results in the simulator and deploy our
approach on a physical Verti-4-Wheeler (V4W) platform, demonstrating that RL
can equip conventional wheeled robots with previously unrealized potential of
navigating vertically challenging terrain.
",regular,0,,,
2110.0584,"A bridge between features and evidence for binary attribute-driven
  perfect privacy","  Attribute-driven privacy aims to conceal a single user's attribute, contrary
to anonymisation that tries to hide the full identity of the user in some data.
When the attribute to protect from malicious inferences is binary, perfect
privacy requires the log-likelihood-ratio to be zero resulting in no
strength-of-evidence. This work presents an approach based on normalizing flow
that maps a feature vector into a latent space where the evidence, related to
the binary attribute, and an independent residual are disentangled. It can be
seen as a non-linear discriminant analysis where the mapping is invertible
allowing generation by mapping the latent variable back to the original space.
This framework allows to manipulate the log-likelihood-ratio of the data and
therefore allows to set it to zero for privacy. We show the applicability of
the approach on an attribute-driven privacy task where the sex information is
removed from speaker embeddings. Results on VoxCeleb2 dataset show the
efficiency of the method that outperforms in terms of privacy and utility our
previous experiments based on adversarial disentanglement.
",regular,0,,,
2203.1519,3D Shape Reconstruction from 2D Images with Disentangled Attribute Flow,"  Reconstructing 3D shape from a single 2D image is a challenging task, which
needs to estimate the detailed 3D structures based on the semantic attributes
from 2D image. So far, most of the previous methods still struggle to extract
semantic attributes for 3D reconstruction task. Since the semantic attributes
of a single image are usually implicit and entangled with each other, it is
still challenging to reconstruct 3D shape with detailed semantic structures
represented by the input image. To address this problem, we propose 3DAttriFlow
to disentangle and extract semantic attributes through different semantic
levels in the input images. These disentangled semantic attributes will be
integrated into the 3D shape reconstruction process, which can provide definite
guidance to the reconstruction of specific attribute on 3D shape. As a result,
the 3D decoder can explicitly capture high-level semantic features at the
bottom of the network, and utilize low-level features at the top of the
network, which allows to reconstruct more accurate 3D shapes. Note that the
explicit disentangling is learned without extra labels, where the only
supervision used in our training is the input image and its corresponding 3D
shape. Our comprehensive experiments on ShapeNet dataset demonstrate that
3DAttriFlow outperforms the state-of-the-art shape reconstruction methods, and
we also validate its generalization ability on shape completion task.
",regular,0,,,
2110.06525,"Automatic DJ Transitions with Differentiable Audio Effects and
  Generative Adversarial Networks","  A central task of a Disc Jockey (DJ) is to create a mixset of mu-sic with
seamless transitions between adjacent tracks. In this paper, we explore a
data-driven approach that uses a generative adversarial network to create the
song transition by learning from real-world DJ mixes. In particular, the
generator of the model uses two differentiable digital signal processing
components, an equalizer (EQ) and a fader, to mix two tracks selected by a data
generation pipeline. The generator has to set the parameters of the EQs and
fader in such away that the resulting mix resembles real mixes created by
humanDJ, as judged by the discriminator counterpart. Result of a listening test
shows that the model can achieve competitive results compared with a number of
baselines.
",regular,0,,,
2308.03333,"Heterogeneous Knowledge Fusion: A Novel Approach for Personalized
  Recommendation via LLM","  The analysis and mining of user heterogeneous behavior are of paramount
importance in recommendation systems. However, the conventional approach of
incorporating various types of heterogeneous behavior into recommendation
models leads to feature sparsity and knowledge fragmentation issues. To address
this challenge, we propose a novel approach for personalized recommendation via
Large Language Model (LLM), by extracting and fusing heterogeneous knowledge
from user heterogeneous behavior information. In addition, by combining
heterogeneous knowledge and recommendation tasks, instruction tuning is
performed on LLM for personalized recommendations. The experimental results
demonstrate that our method can effectively integrate user heterogeneous
behavior and significantly improve recommendation performance.
",regular,0,,,
2209.01434,"Reinforcement Learning with Prior Policy Guidance for Motion Planning of
  Dual-Arm Free-Floating Space Robot","  Reinforcement learning methods as a promising technique have achieved
superior results in the motion planning of free-floating space robots. However,
due to the increase in planning dimension and the intensification of system
dynamics coupling, the motion planning of dual-arm free-floating space robots
remains an open challenge. In particular, the current study cannot handle the
task of capturing a non-cooperative object due to the lack of the pose
constraint of the end-effectors. To address the problem, we propose a novel
algorithm, EfficientLPT, to facilitate RL-based methods to improve planning
accuracy efficiently. Our core contributions are constructing a mixed policy
with prior knowledge guidance and introducing infinite norm to build a more
reasonable reward function. Furthermore, our method successfully captures a
rotating object with different spinning speeds.
",regular,0,,,
2303.04414,"Next-Generation URLLC with Massive Devices: A Unified Semi-Blind
  Detection Framework for Sourced and Unsourced Random Access","  This paper proposes a unified semi-blind detection framework for sourced and
unsourced random access (RA), which enables next-generation ultra-reliable
low-latency communications (URLLC) with massive devices. Specifically, the
active devices transmit their uplink access signals in a grant-free manner to
realize ultra-low access latency. Meanwhile, the base station aims to achieve
ultra-reliable data detection under severe inter-device interference without
exploiting explicit channel state information (CSI). We first propose an
efficient transmitter design, where a small amount of reference information
(RI) is embedded in the access signal to resolve the inherent ambiguities
incurred by the unknown CSI. At the receiver, we further develop a successive
interference cancellation-based semi-blind detection scheme, where a bilinear
generalized approximate message passing algorithm is utilized for joint channel
and signal estimation (JCSE), while the embedded RI is exploited for ambiguity
elimination. Particularly, a rank selection approach and a RI-aided
initialization strategy are incorporated to reduce the algorithmic
computational complexity and to enhance the JCSE reliability, respectively.
Besides, four enabling techniques are integrated to satisfy the stringent
latency and reliability requirements of massive URLLC. Numerical results
demonstrate that the proposed semi-blind detection framework offers a better
scalability-latency-reliability tradeoff than the state-of-the-art detection
schemes dedicated to sourced or unsourced RA.
",regular,0,,,
2304.08493,"Coordinated Multi-Agent Reinforcement Learning for Unmanned Aerial
  Vehicle Swarms in Autonomous Mobile Access Applications","  This paper proposes a novel centralized training and distributed execution
(CTDE)-based multi-agent deep reinforcement learning (MADRL) method for
multiple unmanned aerial vehicles (UAVs) control in autonomous mobile access
applications. For the purpose, a single neural network is utilized in
centralized training for cooperation among multiple agents while maximizing the
total quality of service (QoS) in mobile access applications.
",regular,0,,,
2405.1769,Data Makes Better Data Scientists,"  With the goal of identifying common practices in data science projects, this
paper proposes a framework for logging and understanding incremental code
executions in Jupyter notebooks. This framework aims to allow reasoning about
how insights are generated in data science and extract key observations into
best data science practices in the wild. In this paper, we show an early
prototype of this framework and ran an experiment to log a machine learning
project for 25 undergraduate students.
",regular,0,,,"seems like the key differentiator is ""experiments or no experiments"""
2204.13237,Spatio-Temporal Graph Localization Networks for Image-based Navigation,"  Localization in topological maps is essential for image-based navigation
using an RGB camera. Localization using only one camera can be challenging in
medium-to-large-sized environments because similar-looking images are often
observed repeatedly, especially in indoor environments. To overcome this issue,
we propose a learning-based localization method that simultaneously utilizes
the spatial consistency from topological maps and the temporal consistency from
time-series images captured by the robot. Our method combines a convolutional
neural network (CNN) to embed image features and a recurrent-type graph neural
network to perform accurate localization. When training our model, it is
difficult to obtain the ground truth pose of the robot when capturing images in
real-world environments. Hence, we propose a sim2real transfer approach with
semi-supervised learning that leverages simulator images with the ground truth
pose in addition to real images. We evaluated our method quantitatively and
qualitatively and compared it with several state-of-the-art baselines. The
proposed method outperformed the baselines in environments where the map
contained similar images. Moreover, we evaluated an image-based navigation
system incorporating our localization method and confirmed that navigation
accuracy significantly improved in the simulator and real environments when
compared with the other baseline methods.
",regular,0,,,
2301.08606,Data Augmentation for Modeling Human Personality: The Dexter Machine,"  Modeling human personality is important for several AI challenges, from the
engineering of artificial psychotherapists to the design of persona bots.
However, the field of computational personality analysis heavily relies on
labeled data, which may be expensive, difficult or impossible to get. This
problem is amplified when dealing with rare personality types or disorders
(e.g., the anti-social psychopathic personality disorder). In this context, we
developed a text-based data augmentation approach for human personality
(PEDANT). PEDANT doesn't rely on the common type of labeled data but on the
generative pre-trained model (GPT) combined with domain expertise. Testing the
methodology on three different datasets, provides results that support the
quality of the generated data.
",regular,0,,,
2305.0514,"Linguistic More: Taking a Further Step toward Efficient and Accurate
  Scene Text Recognition","  Vision model have gained increasing attention due to their simplicity and
efficiency in Scene Text Recognition (STR) task. However, due to lacking the
perception of linguistic knowledge and information, recent vision models suffer
from two problems: (1) the pure vision-based query results in attention drift,
which usually causes poor recognition and is summarized as linguistic
insensitive drift (LID) problem in this paper. (2) the visual feature is
suboptimal for the recognition in some vision-missing cases (e.g. occlusion,
etc.). To address these issues, we propose a $\textbf{L}$inguistic
$\textbf{P}$erception $\textbf{V}$ision model (LPV), which explores the
linguistic capability of vision model for accurate text recognition. To
alleviate the LID problem, we introduce a Cascade Position Attention (CPA)
mechanism that obtains high-quality and accurate attention maps through
step-wise optimization and linguistic information mining. Furthermore, a Global
Linguistic Reconstruction Module (GLRM) is proposed to improve the
representation of visual features by perceiving the linguistic information in
the visual space, which gradually converts visual features into semantically
rich ones during the cascade process. Different from previous methods, our
method obtains SOTA results while keeping low complexity (92.4% accuracy with
only 8.11M parameters). Code is available at
https://github.com/CyrilSterling/LPV.
",regular,0,,,
2406.18853,Decoding-Time Language Model Alignment with Multiple Objectives,"  Aligning language models (LMs) to human preferences has emerged as a critical
pursuit, enabling these models to better serve diverse user needs. Existing
methods primarily focus on optimizing LMs for a single reward function,
limiting their adaptability to varied objectives. Here, we propose
$\textbf{multi-objective decoding (MOD)}$, a decoding-time algorithm that
outputs the next token from a linear combination of predictions of all base
models, for any given weightings over different objectives. We exploit a common
form among a family of $f$-divergence regularized alignment approaches (such as
PPO, DPO, and their variants) to identify a closed-form solution by Legendre
transform, and derive an efficient decoding strategy. Theoretically, we show
why existing approaches can be sub-optimal even in natural settings and obtain
optimality guarantees for our method. Empirical results demonstrate the
effectiveness of the algorithm. For example, compared to a parameter-merging
baseline, MOD achieves 12.8% overall reward improvement when equally optimizing
towards $3$ objectives. Moreover, we experiment with MOD on combining three
fully-finetuned LLMs of different model sizes, each aimed at different
objectives such as safety, coding, and general user preference. Unlike
traditional methods that require careful curation of a mixture of datasets to
achieve comprehensive improvement, we can quickly experiment with preference
weightings using MOD to find the best combination of models. Our best
combination reduces toxicity on Toxigen to nearly 0% and achieves 7.9--33.3%
improvement across other three metrics ($\textit{i.e.}$, Codex@1, GSM-COT,
BBH-COT).
",regular,0,,,
2305.10332,"Extracting a functional representation from a dictionary for non-rigid
  shape matching","  Shape matching is a fundamental problem in computer graphics with many
applications. Functional maps translate the point-wise shape-matching problem
into its functional counterpart and have inspired numerous solutions over the
last decade. Nearly all the solutions based on functional maps rely on the
eigenfunctions of the Laplace-Beltrami Operator (LB) to describe the functional
spaces defined on the surfaces and then convert the functional correspondences
into point-wise correspondences. However, this final step is often error-prone
and inaccurate in tiny regions and protrusions, where the energy of LB does not
uniformly cover the surface. We propose a new functional basis Principal
Components of a Dictionary (PCD) to address such intrinsic limitation. PCD
constructs an orthonormal basis from the Principal Component Analysis (PCA) of
a dictionary of functions defined over the shape. These dictionaries can target
specific properties of the final basis, such as achieving an even spreading of
energy. Our experimental evaluation compares seven different dictionaries on
established benchmarks, showing that PCD is suited to target different
shape-matching scenarios, resulting in more accurate point-wise maps than the
LB basis when used in the same pipeline. This evidence provides a promising
alternative for improving correspondence estimation, confirming the power and
flexibility of functional maps.
",regular,0,,,
2302.14803,Learned Risk Metric Maps for Kinodynamic Systems,"  We present Learned Risk Metric Maps (LRMM) for real-time estimation of
coherent risk metrics of high dimensional dynamical systems operating in
unstructured, partially observed environments. LRMM models are simple to design
and train -- requiring only procedural generation of obstacle sets, state and
control sampling, and supervised training of a function approximator -- which
makes them broadly applicable to arbitrary system dynamics and obstacle sets.
In a parallel autonomy setting, we demonstrate the model's ability to rapidly
infer collision probabilities of a fast-moving car-like robot driving
recklessly in an obstructed environment; allowing the LRMM agent to intervene,
take control of the vehicle, and avoid collisions. In this time-critical
scenario, we show that LRMMs can evaluate risk metrics 20-100x times faster
than alternative safety algorithms based on control barrier functions (CBFs)
and Hamilton-Jacobi reachability (HJ-reach), leading to 5-15\% fewer obstacle
collisions by the LRMM agent than CBFs and HJ-reach. This performance
improvement comes in spite of the fact that the LRMM model only has access to
local/partial observation of obstacles, whereas the CBF and HJ-reach agents are
granted privileged/global information. We also show that our model can be
equally well trained on a 12-dimensional quadrotor system operating in an
obstructed indoor environment. The LRMM codebase is provided at
https://github.com/mit-drl/pyrmm.
",regular,0,,,
2204.07615,"TabNAS: Rejection Sampling for Neural Architecture Search on Tabular
  Datasets","  The best neural architecture for a given machine learning problem depends on
many factors: not only the complexity and structure of the dataset, but also on
resource constraints including latency, compute, energy consumption, etc.
Neural architecture search (NAS) for tabular datasets is an important but
under-explored problem. Previous NAS algorithms designed for image search
spaces incorporate resource constraints directly into the reinforcement
learning (RL) rewards. However, for NAS on tabular datasets, this protocol
often discovers suboptimal architectures. This paper develops TabNAS, a new and
more effective approach to handle resource constraints in tabular NAS using an
RL controller motivated by the idea of rejection sampling. TabNAS immediately
discards any architecture that violates the resource constraints without
training or learning from that architecture. TabNAS uses a Monte-Carlo-based
correction to the RL policy gradient update to account for this extra filtering
step. Results on several tabular datasets demonstrate the superiority of TabNAS
over previous reward-shaping methods: it finds better models that obey the
constraints.
",regular,0,,,
2106.00992,NVC-Net: End-to-End Adversarial Voice Conversion,"  Voice conversion has gained increasing popularity in many applications of
speech synthesis. The idea is to change the voice identity from one speaker
into another while keeping the linguistic content unchanged. Many voice
conversion approaches rely on the use of a vocoder to reconstruct the speech
from acoustic features, and as a consequence, the speech quality heavily
depends on such a vocoder. In this paper, we propose NVC-Net, an end-to-end
adversarial network, which performs voice conversion directly on the raw audio
waveform of arbitrary length. By disentangling the speaker identity from the
speech content, NVC-Net is able to perform non-parallel traditional
many-to-many voice conversion as well as zero-shot voice conversion from a
short utterance of an unseen target speaker. Importantly, NVC-Net is
non-autoregressive and fully convolutional, achieving fast inference. Our model
is capable of producing samples at a rate of more than 3600 kHz on an NVIDIA
V100 GPU, being orders of magnitude faster than state-of-the-art methods under
the same hardware configurations. Objective and subjective evaluations on
non-parallel many-to-many voice conversion tasks show that NVC-Net obtains
competitive results with significantly fewer parameters.
",regular,0,,,
2302.06827,"B-BACN: Bayesian Boundary-Aware Convolutional Network for Crack
  Characterization","  Accurately detecting crack boundaries is crucial for reliability assessment
and risk management of structures and materials, such as structural health
monitoring, diagnostics, prognostics, and maintenance scheduling. Uncertainty
quantification of crack detection is challenging due to various stochastic
factors, such as measurement noises, signal processing, and model
simplifications. A machine learning-based approach is proposed to quantify both
epistemic and aleatoric uncertainties concurrently. We introduce a Bayesian
Boundary-Aware Convolutional Network (B-BACN) that emphasizes uncertainty-aware
boundary refinement to generate precise and reliable crack boundary detections.
The proposed method employs a multi-task learning approach, where we use Monte
Carlo Dropout to learn the epistemic uncertainty and a Gaussian sampling
function to predict each sample's aleatoric uncertainty. Moreover, we include a
boundary refinement loss to B-BACN to enhance the determination of defect
boundaries. The proposed method is demonstrated with benchmark experimental
results and compared with several existing methods. The experimental results
illustrate the effectiveness of our proposed approach in uncertainty-aware
crack boundary detection, minimizing misclassification rate, and improving
model calibration capabilities.
",regular,0,,,
2304.09741,"A Multi-robot Coverage Path Planning Algorithm Based on Improved DARP
  Algorithm","  The research on multi-robot coverage path planning (CPP) has been attracting
more and more attention. In order to achieve efficient coverage, this paper
proposes an improved DARP coverage algorithm. The improved DARP algorithm based
on A* algorithm is used to assign tasks to robots and then combined with STC
algorithm based on Up-First algorithm to achieve full coverage of the task
area. Compared with the initial DARP algorithm, this algorithm has higher
efficiency and higher coverage rate.
",regular,0,,,
2105.04965,Succinct Euler-Tour Trees,"  We show how a collection of Euler-tour trees for a forest on $n$ vertices can
be stored in $2 n + o (n)$ bits such that simple queries take constant time,
more complex queries take logarithmic time and updates take polylogarithmic
amortized time.
",regular,0,,,
2104.10013,Parallel Physics-Informed Neural Networks via Domain Decomposition,"  We develop a distributed framework for the physics-informed neural networks
(PINNs) based on two recent extensions, namely conservative PINNs (cPINNs) and
extended PINNs (XPINNs), which employ domain decomposition in space and in
time-space, respectively. This domain decomposition endows cPINNs and XPINNs
with several advantages over the vanilla PINNs, such as parallelization
capacity, large representation capacity, efficient hyperparameter tuning, and
is particularly effective for multi-scale and multi-physics problems. Here, we
present a parallel algorithm for cPINNs and XPINNs constructed with a hybrid
programming model described by MPI $+$ X, where X $\in
\{\text{CPUs},~\text{GPUs}\}$. The main advantage of cPINN and XPINN over the
more classical data and model parallel approaches is the flexibility of
optimizing all hyperparameters of each neural network separately in each
subdomain. We compare the performance of distributed cPINNs and XPINNs for
various forward problems, using both weak and strong scalings. Our results
indicate that for space domain decomposition, cPINNs are more efficient in
terms of communication cost but XPINNs provide greater flexibility as they can
also handle time-domain decomposition for any differential equations, and can
deal with any arbitrarily shaped complex subdomains. To this end, we also
present an application of the parallel XPINN method for solving an inverse
diffusion problem with variable conductivity on the United States map, using
ten regions as subdomains.
",regular,0,,,
2211.09322,Targeted Attention for Generalized- and Zero-Shot Learning,"  The Zero-Shot Learning (ZSL) task attempts to learn concepts without any
labeled data. Unlike traditional classification/detection tasks, the evaluation
environment is provided unseen classes never encountered during training. As
such, it remains both challenging, and promising on a variety of fronts,
including unsupervised concept learning, domain adaptation, and dataset drift
detection. Recently, there have been a variety of approaches towards solving
ZSL, including improved metric learning methods, transfer learning,
combinations of semantic and image domains using, e.g. word vectors, and
generative models to model the latent space of known classes to classify unseen
classes. We find many approaches require intensive training augmentation with
attributes or features that may be commonly unavailable (attribute-based
learning) or susceptible to adversarial attacks (generative learning). We
propose combining approaches from the related person re-identification task for
ZSL, with key modifications to ensure sufficiently improved performance in the
ZSL setting without the need for feature or training dataset augmentation. We
are able to achieve state-of-the-art performance on the CUB200 and Cars196
datasets in the ZSL setting compared to recent works, with NMI (normalized
mutual inference) of 63.27 and top-1 of 61.04 for CUB200, and NMI 66.03 with
top-1 82.75% in Cars196. We also show state-of-the-art results in the
Generalized Zero-Shot Learning (GZSL) setting, with Harmonic Mean R-1 of 66.14%
on the CUB200 dataset.
",regular,0,,,
2401.12491,Assessing and Understanding Creativity in Large Language Models,"  In the field of natural language processing, the rapid development of large
language model (LLM) has attracted more and more attention. LLMs have shown a
high level of creativity in various tasks, but the methods for assessing such
creativity are inadequate. The assessment of LLM creativity needs to consider
differences from humans, requiring multi-dimensional measurement while
balancing accuracy and efficiency. This paper aims to establish an efficient
framework for assessing the level of creativity in LLMs. By adapting the
modified Torrance Tests of Creative Thinking, the research evaluates the
creative performance of various LLMs across 7 tasks, emphasizing 4 criteria
including Fluency, Flexibility, Originality, and Elaboration. In this context,
we develop a comprehensive dataset of 700 questions for testing and an
LLM-based evaluation method. In addition, this study presents a novel analysis
of LLMs' responses to diverse prompts and role-play situations. We found that
the creativity of LLMs primarily falls short in originality, while excelling in
elaboration. Besides, the use of prompts and the role-play settings of the
model significantly influence creativity. Additionally, the experimental
results also indicate that collaboration among multiple LLMs can enhance
originality. Notably, our findings reveal a consensus between human evaluations
and LLMs regarding the personality traits that influence creativity. The
findings underscore the significant impact of LLM design on creativity and
bridges artificial intelligence and human creativity, offering insights into
LLMs' creativity and potential applications.
",regular,0,,,
2112.07174,"Practical Distributed Reception for Wireless Body Area Networks Using
  Supervised Learning","  Medical applications have driven many areas of engineering to optimize
diagnostic capabilities and convenience. In the near future, wireless body area
networks (WBANs) are expected to have widespread impact in medicine. To achieve
this impact, however, significant advances in research are needed to cope with
the changes of the human body's state, which make coherent communications
difficult or even impossible. In this paper, we consider a realistic
noncoherent WBAN system model where transmissions and receptions are conducted
without any channel state information due to the fast-varying channels of the
human body. Using distributed reception, we propose several symbol detection
approaches where on-off keying (OOK) modulation is exploited, among which a
supervised-learning-based approach is developed to overcome the noncoherent
system issue. Through simulation results, we compare and verify the performance
of the proposed techniques for noncoherent WBANs with OOK transmissions. We
show that the well-defined detection techniques with a
supervised-learning-based approach enable robust communications for noncoherent
WBAN systems.
",regular,0,,,
2105.08709,Learning and Certification under Instance-targeted Poisoning,"  In this paper, we study PAC learnability and certification of predictions
under instance-targeted poisoning attacks, where the adversary who knows the
test instance may change a fraction of the training set with the goal of
fooling the learner at the test instance. Our first contribution is to
formalize the problem in various settings and to explicitly model subtle
aspects such as the proper or improper nature of the learning, learner's
randomness, and whether (or not) adversary's attack can depend on it. Our main
result shows that when the budget of the adversary scales sublinearly with the
sample complexity, (improper) PAC learnability and certification are
achievable; in contrast, when the adversary's budget grows linearly with the
sample complexity, the adversary can potentially drive up the expected 0-1 loss
to one. We also study distribution-specific PAC learning in the same attack
model and show that proper learning with certification is possible for learning
half spaces under natural distributions. Finally, we empirically study the
robustness of K nearest neighbour, logistic regression, multi-layer perceptron,
and convolutional neural network on real data sets against targeted-poisoning
attacks. Our experimental results show that many models, especially
state-of-the-art neural networks, are indeed vulnerable to these strong
attacks. Interestingly, we observe that methods with high standard accuracy
might be more vulnerable to instance-targeted poisoning attacks.
",regular,0,,,
2404.07814,"MultiLS-SP/CA: Lexical Complexity Prediction and Lexical Simplification
  Resources for Catalan and Spanish","  Automatic lexical simplification is a task to substitute lexical items that
may be unfamiliar and difficult to understand with easier and more common
words. This paper presents MultiLS-SP/CA, a novel dataset for lexical
simplification in Spanish and Catalan. This dataset represents the first of its
kind in Catalan and a substantial addition to the sparse data on automatic
lexical simplification which is available for Spanish. Specifically, MultiLS-SP
is the first dataset for Spanish which includes scalar ratings of the
understanding difficulty of lexical items. In addition, we describe experiments
with this dataset, which can serve as a baseline for future work on the same
data.
",regular,0,,,
2405.11677,"Advancing 6-DoF Instrument Pose Estimation in Variable X-Ray Imaging
  Geometries","  Accurate 6-DoF pose estimation of surgical instruments during minimally
invasive surgeries can substantially improve treatment strategies and eventual
surgical outcome. Existing deep learning methods have achieved accurate
results, but they require custom approaches for each object and laborious setup
and training environments often stretching to extensive simulations, whilst
lacking real-time computation. We propose a general-purpose approach of data
acquisition for 6-DoF pose estimation tasks in X-ray systems, a novel and
general purpose YOLOv5-6D pose architecture for accurate and fast object pose
estimation and a complete method for surgical screw pose estimation under
acquisition geometry consideration from a monocular cone-beam X-ray image. The
proposed YOLOv5-6D pose model achieves competitive results on public benchmarks
whilst being considerably faster at 42 FPS on GPU. In addition, the method
generalizes across varying X-ray acquisition geometry and semantic image
complexity to enable accurate pose estimation over different domains. Finally,
the proposed approach is tested for bone-screw pose estimation for
computer-aided guidance during spine surgeries. The model achieves a 92.41% by
the 0.1 ADD-S metric, demonstrating a promising approach for enhancing surgical
precision and patient outcomes. The code for YOLOv5-6D is publicly available at
https://github.com/cviviers/YOLOv5-6D-Pose
",regular,0,,,
